"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV S","EV S%","PP S%","PP S","TS","S%","TG","TP1","TP","TP/GP","TS/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"WHL","Mitch Kohner","DY","45423/mitch-kohner","F","2020","59","0.2373","0.0000","0.2373","8","6","0","14","0","0","0","0","0","0","0","0","0.00","0.00","0","74","10.81","8","14","14","0.2373","1.25","100.00","57.14","22","23","48.89","10.72","71","115","11.85","1.2015","2002-02-11","18.59","18.89","25","PG","5'11","R","2020","","","-",""
"OHL","George Diaco","DY","46045/george-diaco","F","2020","55","0.2000","0.0364","0.2364","4","7","4","11","2","0","1","2","0","0","0","30","13.33","40.00","5","35","17.14","6","13","18","0.3273","0.64","84.62","46.15","26","21","55.32","9.17","120","140","10.95","1.2953","2002-02-14","18.59","18.88","14","HAM","5'05","L","2020","","","-","pick224.com/images/46045_george-diaco2020.png"
"QMJHL","Charlie Desroches","DY","45539/charlie-desroches","D","2020","64","0.1094","0.0938","0.2344","2","5","14","7","2","4","4","6","1","1","0","72","2.78","5.13","39","118","4.24","5","15","33","0.5156","1.84","53.85","30.77","52","81","39.10","- 8.42","115","127","22.06","0.6375","2002-04-24","18.39","18.69","58","SNB","5'10","R","2020","","","-","pick224.com/images/45539_charlie-desroches2020.png"
"WHL","Christoffer Sedoff","DY","45438/christoffer-sedoff","D","2020","61","0.1148","0.1148","0.2295","2","5","3","7","3","4","2","7","0","0","0","0","0.00","0.00","0","98","5.10","5","14","19","0.3115","1.61","50.00","35.71","50","61","45.05","3.25","79","110","18.75","0.7344","2002-02-20","18.57","18.86","4","RD","5'11","L","2020","","","-",""
"OHL","William Portokalis","DY","45512/william-portokalis","F","2020","61","0.2131","0.0000","0.2295","9","4","5","13","0","0","1","0","0","1","0","75","12.00","0.00","1","77","11.69","9","14","20","0.3279","1.26","100.00","69.23","30","31","49.18","- 0.82","137","137","11.74","1.1725","2002-04-04","18.45","18.74","21","MISS","5'10","L","2020","","","-","pick224.com/images/45512_william-portokalis2020.png"
"OHL","Elias Cohen","DY","45682/elias-cohen","F","2020","57","0.2281","0.0000","0.2281","7","6","6","13","0","0","0","0","0","0","0","61","11.48","0.00","5","66","10.61","7","13","19","0.3333","1.16","100.00","53.85","31","38","44.93","- 4.46","121","124","12.59","1.0866","2002-08-31","18.04","18.33","13","ER","5'11","R","2020","","","-","pick224.com/images/45682_elias-cohen2020.png"
"OHL","Isaac Langdon","DY","45581/isaac-langdon","F","2020","53","0.1698","0.0000","0.2264","5","4","7","9","0","0","0","0","0","3","0","52","9.62","0.00","0","52","9.62","5","12","19","0.3585","0.98","100.00","55.56","22","29","43.14","- 17.29","142","93","11.47","1.1840","2002-05-22","18.31","18.61","20","KIT","6'00","L","2020","","","-","pick224.com/images/45581_isaac-langdon2020.png"
"WHL","Ronan Seeley","DY","45657/ronan-seeley","D","2020","63","0.1429","0.0794","0.2222","3","6","12","9","0","5","6","5","0","0","0","0","0.00","0.00","0","116","2.59","3","14","32","0.5079","1.84","64.29","21.43","48","27","64.00","2.07","109","67","16.55","0.8056","2002-08-02","18.12","18.41","8","EVT","5'11","L","2020","","","-",""
"QMJHL","Ben Allison","DY","46681/ben-allison","F","2020","18","0.2222","0.0000","0.2222","1","3","1","4","0","0","0","0","0","0","0","23","4.35","0.00","0","23","4.35","1","4","5","0.2778","1.28","100.00","25.00","7","17","29.17","- 4.17","25","50","12.61","1.0574","2002-08-21","18.07","18.36","25","GAT/BAT","6'01","L","2020","","","-","pick224.com/images/46681_ben-allison2020.png"
"OHL","Joshua Samanski","DY","47083/joshua-samanski","F","2020","54","0.2222","0.0000","0.2222","4","8","7","12","0","0","1","0","0","0","0","67","5.97","0.00","1","69","5.80","4","12","20","0.3704","1.28","100.00","33.33","27","24","52.94","- 1.17","125","106","11.51","1.1586","2002-03-22","18.48","18.78","10","OS","6'00","L","2020","","","-","pick224.com/images/47083_joshua-samanski2020.png"
"QMJHL","William Veillette","DY","48961/william-veillette","F","2020","63","0.1429","0.0000","0.2222","5","4","5","9","0","0","0","0","2","3","0","59","8.47","0.00","6","68","10.29","7","14","19","0.3016","1.08","100.00","55.56","34","35","49.28","0.70","136","144","12.64","1.0545","2002-04-04","18.45","18.74","48","SHA","5'11","L","2020","","","-","pick224.com/images/45904_william-veillette2020.png"
"WHL","Jalen Luypen","DY","45626/jalen-luypen","F","2020","64","0.1719","0.0000","0.2188","7","4","4","11","0","0","0","0","2","1","0","0","0.00","0.00","0","120","7.50","9","14","18","0.2813","1.88","100.00","63.64","24","19","55.81","- 1.94","149","109","11.42","1.1495","2002-06-28","18.21","18.51","23","EDM","5'10","L","2020","","","-",""
"WHL","Landon Kosior","DY","46126/landon-kosior","D","2020","64","0.1094","0.1094","0.2188","4","3","5","7","1","6","4","7","0","0","0","0","0.00","0.00","0","125","4.00","5","14","23","0.3594","1.95","50.00","35.71","51","31","62.20","5.05","108","81","17.26","0.7605","2002-08-15","18.08","18.38","12","PA","6'00","R","2020","","","-",""
"WHL","Jett Jones","DY","45678/jett-jones","F","2020","61","0.1803","0.0164","0.2131","6","5","7","11","1","0","0","1","0","1","0","0","0.00","0.00","0","61","11.48","7","13","20","0.3279","1.00","91.67","58.33","24","20","54.55","- 3.75","144","103","10.63","1.2032","2002-08-27","18.05","18.34","17","LET","6'02","L","2020","","","-",""
"QMJHL","Jeremie Biakabutuka","DY","45461/jeremie-biakabutuka","D","2020","47","0.1489","0.0638","0.2128","4","3","6","7","1","2","0","3","0","0","2","58","6.90","11.11","9","67","7.46","5","10","18","0.3830","1.43","70.00","50.00","42","41","50.60","11.87","67","106","18.33","0.6964","2002-03-05","18.53","18.82","77","VDO","6'03","R","2020","","","-","pick224.com/images/45461_jeremie-biakabutuka2020.png"
"QMJHL","Luka Verreault","DY","45980/luka-verreault","F","2020","47","0.1277","0.0851","0.2128","3","3","3","6","3","1","2","4","0","0","0","34","8.82","60.00","5","42","14.29","6","10","15","0.3191","0.89","60.00","60.00","11","21","34.38","- 25.63","114","76","11.53","1.1074","2002-05-02","18.37","18.66","27","RIM","5'09","R","2020","","","-","pick224.com/images/45980_luka-verreault2020.png"
"WHL","Daylan Kuefler","DY","46150/daylan-kuefler","F","2020","47","0.1915","0.0213","0.2128","4","5","2","9","0","1","0","1","0","0","0","0","0.00","0.00","0","47","8.51","4","10","12","0.2553","1.00","90.00","40.00","17","13","56.67","- 4.67","119","75","10.10","1.2638","2002-02-10","18.60","18.89","40","KAM","6'01","L","2020","","","-",""
"WHL","Cayde Augustine","DY","45207/cayde-augustine","D","2020","38","0.1842","0.0263","0.2105","1","6","2","7","1","0","0","1","0","0","0","0","0.00","0.00","0","51","3.92","2","8","10","0.2632","1.34","87.50","25.00","16","43","27.12","- 6.96","46","89","16.91","0.7472","2001-10-05","18.94","19.24","34","KEL/MJ","6'02","L","2020","","","-",""
"WHL","Rhett Rhinehart","DY","45285/rhett-rhinehart","D","2020","57","0.1228","0.0877","0.2105","2","5","4","7","1","4","2","5","0","0","0","0","0.00","0.00","0","101","2.97","3","12","18","0.3158","1.77","58.33","25.00","38","51","42.70","- 7.30","80","80","18.38","0.6872","2001-11-27","18.80","19.09","41","PG/SAS","6'04","R","2020","","","-",""
"OHL","Cameron Snow","DY","46096/cameron-snow","F","2020","57","0.1930","0.0175","0.2105","6","5","1","11","1","0","0","1","0","0","0","68","8.82","33.33","3","71","9.86","7","12","13","0.2281","1.25","91.67","58.33","17","46","26.98","- 10.33","100","168","11.89","1.0626","2002-01-04","18.70","18.99","13","NIAG","-","L","2020","","","-","pick224.com/images/46096_cameron-snow2020.png"
"QMJHL","Tommy Bouchard","DY","49011/tommy-bouchard","F","2020","19","0.1053","0.0000","0.2105","2","0","0","2","0","0","0","0","2","0","0","25","8.00","0.00","0","27","14.81","4","4","4","0.2105","1.42","100.00","100.00","6","9","40.00","1.11","28","44","12.29","1.0274","2001-10-11","18.93","19.22","23","BLB","5'11","L","2020","","","-","pick224.com/images/45994_tommy-bouchard2020.png"
"WHL","Cade Hayes","DY","46137/cade-hayes","F","2020","48","0.1458","0.0625","0.2083","4","3","6","7","3","0","0","3","0","0","0","0","0.00","0.00","0","60","11.67","7","10","16","0.3333","1.25","70.00","70.00","19","41","31.67","- 2.93","64","121","13.25","0.9435","2002-07-09","18.18","18.48","17","MJ","5'10","L","2020","","","-",""
"QMJHL","Yu Sato","DY","48995/yu-sato","F","2020","39","0.1538","0.0513","0.2051","4","2","2","6","0","2","0","2","0","0","0","40","10.00","0.00","3","44","9.09","4","8","10","0.2564","1.13","75.00","50.00","12","18","40.00","- 2.14","67","92","11.49","1.0716","2002-04-17","18.41","18.71","8","QUE","5'09","L","2020","","","-","pick224.com/images/45959_yu-sato2020.png"
"OHL","Keegan McMullen","DY","46061/keegan-mcmullen","F","2020","44","0.2045","0.0000","0.2045","3","6","1","9","0","0","0","0","0","0","0","32","9.38","0.00","1","34","8.82","3","9","10","0.2273","0.77","100.00","33.33","19","17","52.78","- 2.53","99","80","11.16","1.0999","2002-03-19","18.49","18.78","15","PBO","5'11","L","2020","","","-","pick224.com/images/46061_keegan-mcmullen2020.png"
"WHL","Radek Kucerik","DY","46181/radek-kucerik","D","2020","49","0.2041","0.0000","0.2041","3","7","3","10","0","0","0","0","0","0","0","0","0.00","0.00","0","75","4.00","3","10","13","0.2653","1.53","100.00","30.00","28","33","45.90","- 11.15","93","70","16.05","0.7629","2001-12-21","18.73","19.03","4","SAS","6'02","L","2020","","","-",""
"WHL","Brendan Lee","DY","46162/brendan-lee","F","2020","54","0.2037","0.0000","0.2037","9","2","2","11","0","0","0","0","0","0","0","0","0.00","0.00","0","49","18.37","9","11","13","0.2407","0.91","100.00","81.82","17","12","58.62","- 7.30","118","61","10.19","1.1999","2002-02-05","18.61","18.91","13","EVT","5'11","L","2020","","","-",""
"OHL","Niki Korpialho","DY","46678/niki-korpialho","F","2020","15","0.2000","0.0000","0.2000","2","1","0","3","0","0","0","0","0","0","0","12","16.67","0.00","0","12","16.67","2","3","3","0.2000","0.80","100.00","66.67","4","10","28.57","- 2.68","25","55","10.56","1.1368","2002-02-15","18.58","18.88","8","NB","6'02","L","2020","","","-","pick224.com/images/46678_niki-korpialho2020.png"
"OHL","Mitchell Smith","DY","46032/mitchell-smith","D","2020","56","0.1786","0.0000","0.1964","6","4","5","10","0","0","0","0","1","0","0","107","5.61","0.00","6","116","6.03","7","11","16","0.2857","2.07","100.00","60.00","50","53","48.54","- 11.92","156","102","17.27","0.6824","2002-09-15","18.00","18.29","22","SAG","5'10","L","2020","","","-","pick224.com/images/46032_mitchell-smith2020.png"
"OHL","Yanic Crete","DY","45556/yanic-crete","F","2020","41","0.1707","0.0244","0.1951","6","1","2","7","1","0","0","1","0","0","0","38","15.79","33.33","3","41","17.07","7","8","10","0.2439","1.00","87.50","87.50","13","13","50.00","- 11.70","116","72","10.43","1.1227","2002-05-07","18.36","18.65","21","OTT","6'01","L","2020","","","-","pick224.com/images/45556_yanic-crete2020.png"
"OHL","Nolan Dillingham-Morelli","DY","46044/nolan-dillingham-morelli","D","2020","41","0.1951","0.0000","0.1951","3","5","0","8","0","0","0","0","0","0","0","24","12.50","0.00","1","25","12.00","3","8","8","0.1951","0.61","100.00","37.50","21","27","43.75","- 0.55","105","132","13.97","0.8378","2002-06-22","18.23","18.53","18","SAR","6'01","R","2020","","","-","pick224.com/images/46044_nolan-dillingham-morelli2020.png"
"WHL","Danila Palivko","DY","45289/danila-palivko","D","2020","62","0.1613","0.0323","0.1935","1","9","5","10","1","1","1","2","0","0","3","0","0.00","0.00","0","80","2.50","2","12","21","0.3387","1.29","83.33","16.67","47","50","48.45","- 14.23","126","75","16.93","0.6861","2001-11-30","18.79","19.08","4","LET","6'04","L","2020","","","-",""
"WHL","Aidan De La Gorgendiere","DY","45442/aidan-de-la-gorgendiere","D","2020","63","0.1429","0.0476","0.1905","3","6","10","9","1","2","6","3","0","0","0","0","0.00","0.00","0","80","5.00","4","12","28","0.4444","1.27","75.00","33.33","51","47","52.04","1.03","101","97","17.20","0.6645","2002-02-22","18.56","18.86","5","SAS","6'00","L","2020","","","-",""
"WHL","Ethan Ernst","DY","45385/ethan-ernst","F","2020","58","0.1552","0.0345","0.1897","6","3","5","9","0","2","3","2","0","0","0","0","0.00","0.00","0","55","10.91","6","11","19","0.3276","0.95","81.82","54.55","23","23","50.00","3.50","93","107","11.43","0.9955","2002-01-26","18.64","18.93","19","KEL","5'11","R","2020","","","-",""
"WHL","Erik Atchison","DY","45584/erik-atchison","F","2020","58","0.1897","0.0000","0.1897","6","5","3","11","0","0","0","0","0","0","0","0","0.00","0.00","0","77","7.79","6","11","14","0.2414","1.33","100.00","54.55","27","24","52.94","- 9.51","153","92","11.38","1.0002","2002-05-26","18.30","18.60","12","SPO","6'00","R","2020","","","-",""
"QMJHL","Olivier Coulombe","DY","49009/olivier-coulombe","F","2020","58","0.1552","0.0345","0.1897","6","3","6","9","2","0","1","2","0","0","0","75","8.00","28.57","7","82","9.76","8","11","18","0.3103","1.41","81.82","72.73","19","44","30.16","- 7.61","88","145","12.58","0.9047","2002-03-16","18.50","18.79","28","BAT","5'11","L","2020","","","-","pick224.com/images/45989_olivier-coulombe2020.png"
"WHL","Adam Kydd","DY","46117/adam-kydd","F","2020","53","0.1509","0.0377","0.1887","5","3","2","8","1","1","0","2","0","0","0","0","0.00","0.00","0","61","9.84","6","10","12","0.2264","1.15","80.00","60.00","14","19","42.42","- 13.08","116","93","10.61","1.0665","2002-04-19","18.41","18.70","23","CGY","5'10","L","2020","","","-",""
"WHL","Noah Danielson","DY","46131/noah-danielson","F","2020","32","0.1875","0.0000","0.1875","2","4","2","6","0","0","0","0","0","0","0","0","0.00","0.00","0","17","11.76","2","6","8","0.2500","0.53","100.00","33.33","9","5","64.29","2.75","88","55","9.05","1.2437","2002-06-29","18.21","18.51","14","MH","5'09","R","2020","","","-",""
"WHL","Jake Poole","DY","46136/jake-poole","F","2020","59","0.1525","0.0339","0.1864","3","6","4","9","1","1","1","2","0","0","0","0","0.00","0.00","0","33","12.12","4","11","16","0.2712","0.56","81.82","36.36","16","20","44.44","- 3.24","103","113","10.16","1.1009","2002-06-24","18.23","18.52","23","KEL","6'01","R","2020","","","-",""
"OHL","Joshua Currie","DY","46041/joshua-currie","F","2020","54","0.1852","0.0000","0.1852","4","6","1","10","0","0","0","0","0","0","0","62","6.45","0.00","1","63","6.35","4","10","11","0.2037","1.17","100.00","40.00","15","33","31.25","- 7.50","105","166","10.92","1.0173","2002-07-01","18.21","18.50","9","NB","6'03","L","2020","","","-","pick224.com/images/46041_joshua-currie2020.png"
"OHL","Clark Hiebert","DY","46067/clark-hiebert","D","2020","38","0.1842","0.0000","0.1842","2","5","1","7","0","0","0","0","0","0","0","32","6.25","0.00","0","32","6.25","2","7","8","0.2105","0.84","100.00","28.57","24","15","61.54","9.90","79","74","14.52","0.7612","2001-09-23","18.98","19.27","25","GUE","6'02","R","2020","","","-","pick224.com/images/46067_clark-hiebert2020.png"
"WHL","Ty Thorpe","DY","45389/ty-thorpe","F","2020","60","0.1500","0.0000","0.1833","5","4","7","9","0","0","0","0","1","1","0","0","0.00","0.00","0","77","7.79","6","11","18","0.3000","1.28","100.00","55.56","30","31","49.18","- 7.22","119","92","12.40","0.8873","2002-01-27","18.63","18.93","8","BDN","5'11","R","2020","","","-",""
"OHL","Joseph Serpa","DY","45487/joseph-serpa","F","2020","50","0.1800","0.0000","0.1800","5","4","5","9","0","0","0","0","0","0","0","30","16.67","0.00","1","32","15.63","5","9","14","0.2800","0.64","100.00","55.56","17","14","54.84","- 6.80","143","89","9.87","1.0944","2002-03-23","18.48","18.77","19","KIT","5'11","R","2020","","","-","pick224.com/images/45487_joseph-serpa2020.png"
"QMJHL","Harijs Brants","DY","45552/harijs-brants","D","2020","50","0.1200","0.0600","0.1800","1","5","3","6","1","2","2","3","0","0","0","73","1.37","33.33","3","78","2.56","2","9","14","0.2800","1.56","66.67","22.22","31","62","33.33","- 10.27","75","97","19.23","0.5617","2002-05-03","18.37","18.66","32","CHI/BAT","6'00","L","2020","","","-","pick224.com/images/45552_harijs-brants2020.png"
"QMJHL","Alexandre David","DY","45360/alexandre-david","F","2020","17","0.1765","0.0000","0.1765","2","1","1","3","0","0","0","0","0","0","0","12","16.67","0.00","0","12","16.67","2","3","4","0.2353","0.71","100.00","66.67","6","9","40.00","15.34","18","55","11.25","0.9414","2002-01-18","18.66","18.95","26","HAL","5'08","R","2020","","","-","pick224.com/images/45360_alexandre-david2020.png"
"WHL","Caleb Willms","DY","46195/caleb-willms","F","2020","34","0.1765","0.0000","0.1765","4","2","3","6","0","0","1","0","0","0","0","0","0.00","0.00","0","27","14.81","4","6","10","0.2941","0.79","100.00","66.67","13","9","59.09","4.06","82","67","10.03","1.0553","2002-04-23","18.39","18.69","26","MH","5'11","L","2020","","","-",""
"WHL","Eric Van Impe","DY","45236/eric-van-impe","D","2020","63","0.1746","0.0000","0.1746","4","7","6","11","0","0","0","0","0","0","0","0","0.00","0.00","0","131","3.05","4","11","17","0.2698","2.08","100.00","36.36","56","42","57.14","- 3.40","135","88","17.05","0.6143","2001-10-21","18.90","19.19","28","MH","6'01","R","2020","","","-",""
"WHL","Jakob Brook","DY","45477/jakob-brook","F","2020","46","0.1522","0.0000","0.1739","4","3","2","7","0","0","0","0","0","1","0","0","0.00","0.00","0","60","6.67","4","8","10","0.2174","1.30","100.00","57.14","15","19","44.12","- 11.15","105","85","11.15","0.9359","2002-03-15","18.50","18.79","26","PA/REG","6'02","R","2020","","","-",""
"QMJHL","Nicolas Kingsbury-Fournier","DY","45507/nicolas-kingsbury-fournier","F","2020","35","0.1429","0.0286","0.1714","0","5","2","5","1","0","1","1","0","0","0","22","0.00","33.33","3","25","4.00","1","6","9","0.2571","0.71","83.33","16.67","9","22","29.03","- 11.84","56","81","11.69","0.8798","2002-04-03","18.45","18.74","26","BAT","6'00","L","2020","","","-","pick224.com/images/45507_nicolas-kingsbury-fournier2020.png"
"OHL","Ville Ottavainen","DY","46054/ville-ottavainen","D","2020","53","0.1509","0.0189","0.1698","4","4","4","8","0","1","2","1","0","0","0","55","7.27","0.00","9","64","6.25","4","9","15","0.2830","1.21","88.89","44.44","36","31","53.73","- 0.94","123","102","15.55","0.6554","2002-08-12","18.09","18.39","26","KIT","6'00","R","2020","","","-","pick224.com/images/46054_ville-ottavainen2020.png"
"QMJHL","Olivier Picard","DY","48963/olivier-picard","F","2020","49","0.1633","0.0000","0.1633","2","6","2","8","0","0","0","0","0","0","0","28","7.14","0.00","0","30","6.67","2","8","10","0.2041","0.61","100.00","25.00","19","33","36.54","- 10.97","105","116","11.81","0.8296","2002-02-12","18.59","18.89","12","VDO","5'11","L","2020","","","-","pick224.com/images/45907_olivier-picard2020.png"
"OHL","Dawson McKinney","DY","46091/dawson-mckinney","F","2020","37","0.1622","0.0000","0.1622","5","1","0","6","0","0","0","0","0","0","0","31","16.13","0.00","0","31","16.13","5","6","6","0.1622","0.84","100.00","83.33","8","11","42.11","- 5.98","88","95","9.55","1.0188","2002-06-23","18.23","18.52","8","OSH","5'10","R","2020","","","-","pick224.com/images/46091_dawson-mckinney2020.png"
"WHL","Reed Jacobson","DY","46163/reed-jacobson","F","2020","50","0.1400","0.0200","0.1600","4","3","3","7","0","1","0","1","0","0","0","0","0.00","0.00","0","47","8.51","4","8","11","0.2200","0.94","87.50","50.00","16","7","69.57","9.57","144","96","9.47","1.0140","2002-04-07","18.44","18.73","20","SPO","5'09","L","2020","","","-",""
"QMJHL","Kale McCallum","DY","48965/kale-mccallum","D","2020","50","0.1400","0.0200","0.1600","4","3","7","7","0","1","0","1","0","0","0","41","9.76","0.00","4","45","8.89","4","8","15","0.3000","0.90","87.50","50.00","36","39","48.00","3.42","107","133","15.55","0.6175","2002-02-14","18.59","18.88","21","SNB","5'10","L","2020","","","-","pick224.com/images/45909_kale-mccallum2020.png"
"WHL","Tyler Horstmann","DY","45332/tyler-horstmann","F","2020","38","0.1579","0.0000","0.1579","1","5","2","6","0","0","0","0","0","0","0","0","0.00","0.00","0","41","2.44","1","6","8","0.2105","1.08","100.00","16.67","12","7","63.16","6.75","88","68","10.02","0.9454","2002-01-07","18.69","18.98","41","EDM","5'11","-","2020","","","-",""
"QMJHL","Alexandre Parent","DY","45913/alexandre-parent","F","2020","38","0.1316","0.0263","0.1579","3","2","1","5","1","0","0","1","0","0","0","28","10.71","100.00","1","29","13.79","4","6","7","0.1842","0.76","83.33","66.67","10","12","45.45","- 7.38","84","75","10.02","0.9455","2002-01-14","18.67","18.96","20","MON/BAC","6'01","R","2020","","","-","pick224.com/images/45913_alexandre-parent2020.png"
"OHL","Dominic Mufarreh","DY","45452/dominic-mufarreh","F","2020","32","0.1250","0.0313","0.1563","3","1","2","4","1","0","0","1","0","0","0","17","17.65","33.33","3","20","20.00","4","5","7","0.2188","0.63","80.00","80.00","9","16","36.00","- 11.67","82","90","10.25","0.9148","2002-02-25","18.56","18.85","25","SOO","5'10","R","2020","","","-","pick224.com/images/45452_dominic-mufarreh2020.png"
"WHL","Reese Belton","DY","46145/reese-belton","F","2020","32","0.1250","0.0313","0.1563","3","1","0","4","1","0","0","1","0","0","0","0","0.00","0.00","0","19","21.05","4","5","5","0.1563","0.59","80.00","80.00","7","5","58.33","- 5.95","99","55","8.76","1.0699","2002-04-09","18.43","18.73","34","KAM","6'02","R","2020","","","-",""
"WHL","Trevor Thurston","DY","46223/trevor-thurston","D","2020","45","0.1333","0.0222","0.1556","4","2","3","6","1","0","1","1","0","0","0","0","0.00","0.00","0","42","11.90","5","7","11","0.2444","0.93","85.71","71.43","18","10","64.29","9.79","109","91","12.16","0.7676","2002-05-11","18.34","18.64","25","KAM/LET","6'02","L","2020","","","-",""
"OHL","Cameron Morton","DY","46088/cameron-morton","D","2020","58","0.1552","0.0000","0.1552","3","6","3","9","0","0","0","0","0","0","0","49","6.12","0.00","2","51","5.88","3","9","12","0.2069","0.88","100.00","33.33","37","50","42.53","- 8.54","119","114","16.14","0.5768","2002-04-17","18.41","18.71","53","ER","6'00","L","2020","","","-","pick224.com/images/46088_cameron-morton2020.png"
"QMJHL","William Dagenais","DY","49013/william-dagenais","F","2020","59","0.1525","0.0000","0.1525","5","4","3","9","0","0","0","0","0","0","0","40","12.50","0.00","0","41","12.20","5","9","12","0.2034","0.69","100.00","55.56","17","16","51.52","6.42","115","140","9.94","0.9208","2002-02-14","18.59","18.88","9","GAT","6'01","R","2020","","","-","pick224.com/images/46000_william-dagenais2020.png"
"QMJHL","Stephane Huard","DY","48970/stephane-huard","F","2020","46","0.1304","0.0000","0.1522","2","4","1","6","0","0","1","0","1","0","1","55","3.64","0.00","1","59","5.08","3","7","10","0.2174","1.28","100.00","33.33","12","32","27.27","- 25.30","102","92","12.41","0.7356","2002-01-06","18.69","18.99","11","BLB","5'08","L","2020","","","-","pick224.com/images/45916_stephane-huard2020.png"
"WHL","Cade McNelly","DY","45231/cade-mcnelly","D","2020","40","0.1500","0.0000","0.1500","3","3","4","6","0","0","0","0","0","0","0","0","0.00","0.00","0","33","9.09","3","6","10","0.2500","0.83","100.00","50.00","26","32","44.83","- 2.23","64","72","16.05","0.5607","2001-10-17","18.91","19.21","3","SEA","6'03","L","2020","","","-",""
"OHL","Michael Bianconi","DY","45578/michael-bianconi","D","2020","54","0.0926","0.0556","0.1481","1","4","5","5","0","3","0","3","0","0","0","32","3.13","0.00","4","36","2.78","1","8","13","0.2407","0.67","62.50","12.50","38","43","46.91","- 10.30","111","83","16.91","0.5255","2002-05-19","18.32","18.62","7","FLNT/GUE","5'11","L","2020","","","-","pick224.com/images/45578_michael-bianconi2020.png"
"QMJHL","Sean Stewart","DY","45199/sean-stewart","D","2020","61","0.1475","0.0000","0.1475","2","7","4","9","0","0","0","0","0","0","0","69","2.90","0.00","2","73","2.74","2","9","13","0.2131","1.20","100.00","22.22","49","26","65.33","0.40","150","81","16.09","0.5502","2001-10-01","18.96","19.25","25","MON","6'00","L","2020","","","-","pick224.com/images/45199_sean-stewart2020.png"
"OHL","Ethan Ritchie","DY","47148/ethan-ritchie","D","2020","34","0.1471","0.0000","0.1471","2","3","2","5","0","0","0","0","0","0","0","16","12.50","0.00","1","18","11.11","2","5","7","0.2059","0.53","100.00","40.00","23","17","57.50","21.91","63","114","13.67","0.6457","2002-06-04","18.28","18.58","23","KGN","6'00","L","2020","","","-","pick224.com/images/47148_ethan-ritchie2020.png"
"QMJHL","Anthony Munroe-Boucher","DY","45955/anthony-munroe-boucher","F","2020","48","0.1458","0.0000","0.1458","3","4","4","7","0","0","0","0","0","0","0","35","8.57","0.00","2","37","8.11","3","7","11","0.2292","0.77","100.00","42.86","18","5","78.26","14.50","139","79","9.32","0.9391","2002-06-27","18.22","18.51","27","SHE","5'10","R","2020","","","-","pick224.com/images/45955_anthony-munroe-boucher2020.png"
"OHL","Igor Chibrikov","DY","45287/igor-chibrikov","D","2020","55","0.1455","0.0000","0.1455","6","2","4","8","0","0","0","0","0","0","1","55","10.91","0.00","0","55","10.91","6","8","13","0.2364","1.00","100.00","75.00","42","35","54.55","- 0.58","113","92","16.64","0.5245","2001-11-30","18.79","19.08","4","OS","6'07","L","2020","","","-","pick224.com/images/45287_igor-chibrikov2020.png"
"QMJHL","Joona Lehmus","DY","45358/joona-lehmus","D","2020","55","0.1455","0.0000","0.1455","2","6","2","8","0","0","0","0","0","0","0","27","7.41","0.00","0","28","7.14","2","8","10","0.1818","0.51","100.00","25.00","29","32","47.54","3.14","115","144","14.00","0.6232","2002-01-17","18.66","18.96","8","SNB","5'10","L","2020","","","-","pick224.com/images/45358_joona-lehmus2020.png"
"OHL","Dylan Robinson (02-05)","DY","45553/dylan-robinson","D","2020","55","0.1273","0.0182","0.1455","1","6","9","7","1","0","1","1","0","0","0","45","2.22","33.33","3","48","4.17","2","8","18","0.3273","0.87","87.50","25.00","50","38","56.82","2.23","125","104","15.98","0.5461","2002-05-03","18.37","18.66","5","WSR","6'03","L","2020","","","-","pick224.com/images/45553_dylan-robinson2020.png"
"OHL","Luke Drewitt","DY","45192/luke-drewitt","F","2020","21","0.0952","0.0476","0.1429","2","0","1","2","1","0","0","1","0","0","0","16","12.50","33.33","3","21","14.29","3","3","4","0.1905","1.00","66.67","100.00","7","12","36.84","- 6.02","36","48","12.28","0.6982","2001-09-27","18.97","19.26","12","KGN","6'02","L","2020","","","-","pick224.com/images/45192_luke-drewitt2020.png"
"OHL","Colton Kamerrer","DY","45237/colton-kamerrer","D","2020","49","0.1429","0.0000","0.1429","4","3","7","7","0","0","0","0","0","0","0","71","5.63","0.00","8","79","5.06","4","7","14","0.2857","1.61","100.00","57.14","50","70","41.67","2.58","86","134","20.17","0.4249","2001-10-21","18.90","19.19","77","SAR","6'01","R","2020","","","-","pick224.com/images/45237_colton-kamerrer2020.png"
"OHL","Logan LeSage","DY","46073/logan-lesage","F","2020","21","0.1429","0.0000","0.1429","1","2","1","3","0","0","0","0","0","0","0","7","14.29","0.00","0","7","14.29","1","3","4","0.1905","0.33","100.00","33.33","4","4","50.00","- 2.63","50","45","8.81","0.9730","2002-01-04","18.70","18.99","16","OS","5'10","L","2020","","","-","pick224.com/images/46073_logan-lesage2020.png"
